id,manufacturer,brand,collection,model,color,colorCode,eyeSize,bridge,temple,upc,sku,internalId,wholesaleCost,retailPrice,stockQuantity,gender,description,isActive,createdAt,updatedAt,showInPos,isFeatured,posDisplayOrder,pricingCategory
cmiw661aw02tsitntvfcku7s9,"",Eight to Eighty,,Itsy,Red,,41,15,115,,,,79.95,96,1,,,t,2025-12-07 20:22:49.113,2025-12-07 20:22:49.113,t,f,999,FRAME
cmiw661nq02tuitntmisv25hs,"",Eight to Eighty,,Itsy,Viloet,,41,15,115,,,,79.95,96,1,,,t,2025-12-07 20:22:49.574,2025-12-07 20:22:49.574,t,f,999,FRAME
cmiw6620p02twitntdcwihzlz,"",Affordable Designs,,Kosta,Brown,,56,15,145,810146782506,,,79.95,120,2,,,t,2025-12-07 20:22:50.042,2025-12-07 20:22:50.042,t,f,999,FRAME
cmiw662en02tyitnttt0uhh1l,"",Affordable Designs,,Kosta,Blue,,56,15,145,810146782490,,,79.95,120,2,,,t,2025-12-07 20:22:50.543,2025-12-07 20:22:50.543,t,f,999,FRAME
cmiw662ri02u0itntk8o483i6,"",Affordable Designs,,Kosta,Black,,56,15,145,810146782483,,,79.95,120,2,,,t,2025-12-07 20:22:51.007,2025-12-07 20:22:51.007,t,f,999,FRAME
cmiw6634j02u2itntse5cj0cb,"",Affordable Designs,,Layla,Beige,,55,19,145,810146781615,,,79.95,120,2,,,t,2025-12-07 20:22:51.476,2025-12-07 20:22:51.476,t,f,999,FRAME
cmiw663h602u5itntyq1m3jsa,"",Affordable Designs,,Layla,Black,,55,19,145,810146781622,,,79.95,120,1,,,t,2025-12-07 20:22:51.93,2025-12-07 20:22:51.93,t,f,999,FRAME
cmiw663tl02u7itntdwway9tp,"",Affordable Designs,,Layla,Burgundy,,55,19,145,810146781639,,,79.95,120,2,,,t,2025-12-07 20:22:52.377,2025-12-07 20:22:52.377,t,f,999,FRAME
cmiw6646w02uaitntwbxtq261,"",Affordable Designs,,Neil,Black Fade,,50,19,140,810146781707,,,79.95,120,1,,,t,2025-12-07 20:22:52.856,2025-12-07 20:22:52.856,t,f,999,FRAME
cmiw664k302ucitntkmnrkwyc,"",Affordable Designs,,Neil,Brown Demi,,50,19,140,810146781714,,,79.95,120,1,,,t,2025-12-07 20:22:53.332,2025-12-07 20:22:53.332,t,f,999,FRAME
cmiw664wl02ueitntyvvg3rb7,"",Affordable Designs,,Neil,Grey Demi,,50,19,140,810146781721,,,79.95,120,1,,,t,2025-12-07 20:22:53.782,2025-12-07 20:22:53.782,t,f,999,FRAME
cmiw6659d02ugitntwpko29w7,"",Eight to Eighty,,Jarvis,Black,,55,21,145,812539039525,,,79.95,120,1,,,t,2025-12-07 20:22:54.241,2025-12-07 20:22:54.241,t,f,999,FRAME
cmiw665lr02uiitntxtn3mzpl,"",Eight to Eighty,,Jarvis,Crystal,,55,21,145,812539039532,,,79.95,120,0,,,t,2025-12-07 20:22:54.687,2025-12-07 20:22:54.687,t,f,999,FRAME
cmiw665sb02ujitnt5lt62p2e,"",Eight to Eighty,,Jarvis,Grey,,55,21,145,812539039549,,,79.95,120,0,,,t,2025-12-07 20:22:54.923,2025-12-07 20:22:54.923,t,f,999,FRAME
cmiw665yi02ukitntm6ttaq9b,"",Affordable Designs,,Montana,Black,,52,19,145,810146781295,,,79.95,120,2,,,t,2025-12-07 20:22:55.147,2025-12-07 20:22:55.147,t,f,999,FRAME
cmiw666bf02unitntofie55di,"",Affordable Designs,,Montana,Brown,,52,19,145,810146781301,,,79.95,120,1,,,t,2025-12-07 20:22:55.612,2025-12-07 20:22:55.612,t,f,999,FRAME
cmiw666o102upitnt88m7js05,"",Affordable Designs,,Montana,Burgundy,,52,19,145,810146781288,,,79.95,120,2,,,t,2025-12-07 20:22:56.066,2025-12-07 20:22:56.066,t,f,999,FRAME
cmiw6670i02usitntj9dfv5tn,"",Eight to Eighty,,Jemma,Black,,54,17,140,810146780557,,,79.95,120,1,,,t,2025-12-07 20:22:56.515,2025-12-07 20:22:56.515,t,f,999,FRAME
cmiw667df02uuitnt5syffdda,"",Eight to Eighty,,Jemma,Brown,,54,17,140,810146780533,,,79.95,120,0,,,t,2025-12-07 20:22:56.979,2025-12-07 20:22:56.979,t,f,999,FRAME
cmiw667jt02uvitnt4qxsp97w,"",Eight to Eighty,,Jemma,Violet,,54,17,140,810146780540,,,79.95,120,0,,,t,2025-12-07 20:22:57.21,2025-12-07 20:22:57.21,t,f,999,FRAME
cmiw667q702uwitntfnh0q2d5,"",Affordable Designs,,Eden,Black,,52,18,145,810146781585,,,79.95,120,2,,,t,2025-12-07 20:22:57.44,2025-12-07 20:22:57.44,t,f,999,FRAME
cmiw6682z02uzitnt8t1ab8cs,"",Affordable Designs,,Eden,Crystal,,52,18,145,810146781592,,,79.95,120,0,,,t,2025-12-07 20:22:57.9,2025-12-07 20:22:57.9,t,f,999,FRAME
cmiw6689d02v0itnt7x4nwi4v,"",Affordable Designs,,Eden,Tortoise,,52,18,145,810146781608,,,79.95,120,2,,,t,2025-12-07 20:22:58.13,2025-12-07 20:22:58.13,t,f,999,FRAME
cmiw668mn02v3itntgawoj0bt,"",Affordable Designs,,Clara,Black,,55,17,145,810146780069,,,79.95,120,2,,,t,2025-12-07 20:22:58.607,2025-12-07 20:22:58.607,t,f,999,FRAME
cmiw668ze02v6itntx79xnk19,"",Affordable Designs,,Clara,Blue,,55,17,145,810146780076,,,79.95,120,1,,,t,2025-12-07 20:22:59.067,2025-12-07 20:22:59.067,t,f,999,FRAME
cmiw669ca02v8itntgrqfxb3n,"",Affordable Designs,,Clara,Tortoise,,55,17,145,810146780083,,,79.95,120,2,,,t,2025-12-07 20:22:59.53,2025-12-07 20:22:59.53,t,f,999,FRAME
cmiw669po02vbitnt0nlb1hqs,"",Eight to Eighty,,Crew,Black,,54,18,145,810146780465,,,79.95,120,0,,,t,2025-12-07 20:23:00.012,2025-12-07 20:23:00.012,t,f,999,FRAME
cmiw669wc02vcitntv64t79zr,"",Eight to Eighty,,Crew,Brown,,54,18,145,810146780472,,,79.95,120,0,,,t,2025-12-07 20:23:00.252,2025-12-07 20:23:00.252,t,f,999,FRAME
cmiw66a2w02vditntga8nbc21,"",Eight to Eighty,,Crew,Gun,,54,18,145,810146780458,,,79.95,120,1,,,t,2025-12-07 20:23:00.488,2025-12-07 20:23:00.488,t,f,999,FRAME
cmiw66ag102vfitntp66dzlpm,"",Eight to Eighty,,Autumn,Black,,54,16,140,810146780434,,,79.95,120,1,,,t,2025-12-07 20:23:00.961,2025-12-07 20:23:00.961,t,f,999,FRAME
cmiw66asx02vhitnttcak9y9j,"",Eight to Eighty,,Autumn,Blue,,54,16,140,810146780427,,,79.95,120,1,,,t,2025-12-07 20:23:01.426,2025-12-07 20:23:01.426,t,f,999,FRAME
cmiw66b5r02vjitntqwbhvyuc,"",Eight to Eighty,,Autumn,Plum,,54,16,140,810146780441,,,79.95,120,0,,,t,2025-12-07 20:23:01.888,2025-12-07 20:23:01.888,t,f,999,FRAME
cmiw66bbx02vkitnt058sejwm,"",Eight to Eighty,,Darla,Blue,,47,17,130,810040605215,,,79.95,96,1,,,t,2025-12-07 20:23:02.11,2025-12-07 20:23:02.11,t,f,999,FRAME
cmiw66bog02vmitntxiagt2ew,"",Eight to Eighty,,Darla,Pink,,47,17,130,810040605222,,,79.95,96,0,,,t,2025-12-07 20:23:02.561,2025-12-07 20:23:02.561,t,f,999,FRAME
cmiw66bvb02vnitnt2m7tvbku,"",Eight to Eighty,,Darla,Teal,,47,17,130,812539039396,,,79.95,96,1,,,t,2025-12-07 20:23:02.808,2025-12-07 20:23:02.808,t,f,999,FRAME
cmiw66c8302vpitntwj85sf86,"",Vogue Junior Optical,,VY2016,FULL PINK ON VIOLET RUBB,3027,39,14,115,8056597712941,,,25.38,76,0,,,t,2025-12-07 20:23:03.268,2025-12-07 20:23:03.268,t,f,999,FRAME
cmiw66cem02vqitntk308usdf,"",Polo,,PH4133,Matte Black,5284/81,59,17,145,,,,88.53,266,0,,,t,2025-12-07 20:23:03.502,2025-12-07 20:23:03.502,t,f,999,FRAME
cmiw66cl602vritnteg3160q6,"",Oakley,,OO9483,Satin Black,0156,56,17,136,,,,101.19,304,0,,,t,2025-12-07 20:23:03.738,2025-12-07 20:23:03.738,t,f,999,FRAME
cmiw66crg02vsitntde322me8,"",Ralph,,RA7180U,SHINY ROSE CRYSTAL,6118,55,17,145,8056262460214,,,65.42,196,0,,,t,2025-12-07 20:23:03.964,2025-12-07 20:23:03.964,t,f,999,FRAME
cmiw66cy602vtitntd0a3uoh7,"",Oakley,,OO9488 FLAK 2.0 XXL,Polished White,02,63,10,131,,,,101.19,304,0,,,t,2025-12-07 20:23:04.206,2025-12-07 20:23:04.206,t,f,999,FRAME
cmiw66d4m02vuitntpdyhrq8h,"",Michael Kors,,MK4113 GARGANO,DARK TORTOISE,3006,55,16,140,725125403443,,,58.27,175,0,,,t,2025-12-07 20:23:04.439,2025-12-07 20:23:04.439,t,f,999,FRAME
cmiw66db102vvitntzx01d6xw,"",Ralph,,RA7174U,SHINY OPAL BLU,6059,53,17,145,8056262227831,,,58.75,176,1,,,t,2025-12-07 20:23:04.669,2025-12-07 20:23:04.669,t,f,999,FRAME
cmiw66do402vxitntxty6529e,"",Ralph,,RA7181U,SHINY BLUSH CRYSTAL,6190,54,16,145,8056262460313,,,61.7,185,0,,,t,2025-12-07 20:23:05.141,2025-12-07 20:23:05.141,t,f,999,FRAME
cmiw66dw102vyitntmfeii0mx,"",Ralph,,RA6050,SHINY PALE GOLD,9116,53,17,140,8056597603263,,,55.53,167,1,,,t,2025-12-07 20:23:05.378,2025-12-07 20:23:05.378,t,f,999,FRAME
cmiw66e8v02w0itnthuz75fb5,"",Michael Kors,,MK4136 MAKENA BEACH,DARK TORTOISE,3006,52,17,140,725125524674,,,82.08,246,2,,,t,2025-12-07 20:23:05.888,2025-12-07 20:23:05.888,t,f,999,FRAME
cmiw66elu02w3itnto359hfbe,"",Oakley Frame,,OX8153 METALINK,MATTE BLACK,815317,55,17,136,888392672087,,,100.79,302,1,,,t,2025-12-07 20:23:06.354,2025-12-07 20:23:06.354,t,f,999,FRAME
cmiw66eyn02w5itntqdji915d,"",Oakley Frame,,OX3227 FULLER,SATIN CHROME,322711,57,17,139,888392672223,,,95.65,287,1,,,t,2025-12-07 20:23:06.816,2025-12-07 20:23:06.816,t,f,999,FRAME
cmiw66fbl02w7itntta44gaii,"",Guess?,,GU50174,blue/other,092,54,16,140,889214536587,,,70,210,0,,,t,2025-12-07 20:23:07.281,2025-12-07 20:23:07.281,t,f,999,FRAME
cmiw66fhy02w8itnttxo5n2y8,"",Ralph,,RA7178U,SHINY TRANSPARENT LILLAC,5746,54,17,145,8056262458686,,,58.75,176,1,,,t,2025-12-07 20:23:07.51,2025-12-07 20:23:07.51,t,f,999,FRAME
cmiw66fuk02waitnt79msfmvq,"",Ralph,,RA7165U,SHINY TRANSPARENT BEIGE,5802,55,16,145,7895653287686,,,52.5,158,0,,,t,2025-12-07 20:23:07.965,2025-12-07 20:23:07.965,t,f,999,FRAME
cmiw66g0t02wbitntofl0183x,"",Ralph,,RA7179U,SHINY BEIGE CRYSTAL,6117,53,16,145,8056262460283,,,65.42,196,1,,,t,2025-12-07 20:23:08.19,2025-12-07 20:23:08.19,t,f,999,FRAME
cmiw66gdq02wditntq0jbdj5d,"",Costa,,06A3020,Satin Silver,01,55,16,145,,,,83.4,250,0,,,t,2025-12-07 20:23:08.655,2025-12-07 20:23:08.655,t,f,999,FRAME
cmiw66gka02weitntgwdup8sz,"",Costa,,06A3018,Rustic Bronze,03,57,16,145,,,,83.4,250,0,,,t,2025-12-07 20:23:08.89,2025-12-07 20:23:08.89,t,f,999,FRAME
cmiw66gqu02wfitntwpn0jsmi,"",Oakley Frame,,OX8183 BAT FLIP,SATIN LIGHT STEEL,818304,56,18,148,888392618771,,,73.91,222,0,,,t,2025-12-07 20:23:09.127,2025-12-07 20:23:09.127,t,f,999,FRAME
cmiw66gxh02wgitnt9bahofpr,"",Oakley Youth,,OY3004 GRAN PILOTO,SATIN CHROME,300403,49,14,128,888392662101,,,59.2,178,0,,,t,2025-12-07 20:23:09.365,2025-12-07 20:23:09.365,t,f,999,FRAME
cmiw66h3v02whitntghnusoo1,"",Oakley Youth,,OY8027D AGLOW,POLISHED TRANS FERN,802705,49,16,132,888392647450,,,51.03,153,1,,,t,2025-12-07 20:23:09.596,2025-12-07 20:23:09.596,t,f,999,FRAME
cmiw66hgq02wjitnt5fcebn7l,"",Oakley Youth,,OY3003 FLIP KICK,SATIN LEAD,300302,49,15,126,888392619013,,,51.03,153,2,,,t,2025-12-07 20:23:10.058,2025-12-07 20:23:10.058,t,f,999,FRAME
cmiw66ht902wmitntutdq9kxt,"",Oakley Youth,,OY8010 CARTWHEEL,POLISHED ICE BLUE,801002,51,15,127,888392430021,,,49.2,148,0,,,t,2025-12-07 20:23:10.509,2025-12-07 20:23:10.509,t,f,999,FRAME
cmiw66hzk02wnitntnsfwkwcr,"",guess,,GU00191,Grey Havanna,20B,56,16,140,,,,56,168,0,,,t,2025-12-07 20:23:10.736,2025-12-07 20:23:10.736,t,f,999,FRAME
cmiw66i6102woitntp9am7jsr,"",Vogue®,,VO5563,TRANSPARENT PINK,2939,53,17,140,8056262005316,,,62.39,187,0,,,t,2025-12-07 20:23:10.97,2025-12-07 20:23:10.97,t,f,999,FRAME
cmiw66icg02wpitntkn736kju,"",guess,,GU00158,Gold Tort.,33F,61,15,130,,,,51,153,0,,,t,2025-12-07 20:23:11.201,2025-12-07 20:23:11.201,t,f,999,FRAME
cmiw66ij502wqitnt734b9elf,"",guess,,GU00158,Gold Black,26B,61,15,130,,,,51,153,0,,,t,2025-12-07 20:23:11.442,2025-12-07 20:23:11.442,t,f,999,FRAME
cmiw66ipf02writntpmf8lg0a,"",Oakley Youth,,OY8016 WHIPBACK,SATIN BLACK,801601,49,15,128,888392512703,,,46.38,139,1,,,t,2025-12-07 20:23:11.668,2025-12-07 20:23:11.668,t,f,999,FRAME
cmiw66j2802wtitntl5e60v2n,"",Oakley Frame,,OX8190 ENIGMA INK,SATIN BLACK,819001,57,18,132,888392643346,,,100.79,302,1,,,t,2025-12-07 20:23:12.128,2025-12-07 20:23:12.128,t,f,999,FRAME
cmiw66jer02wvitnto7b0q0v1,"",Polo,,PH2287F,SHINY BLACK,5001,53,17,145,8056262455142,,,76.41,229,1,,,t,2025-12-07 20:23:12.579,2025-12-07 20:23:12.579,t,f,999,FRAME
cmiw66jrr02wxitntuctvmoy6,"",Oakley Frame,,OX5086 BURROW,MATTE MIDNIGHT,508604,56,18,138,888392661814,,,174.7,524,1,,,t,2025-12-07 20:23:13.047,2025-12-07 20:23:13.047,t,f,999,FRAME
cmiw66k4j02wzitnt0s1uurae,"",Guess?,,GU50193,matte black,002,56,17,145,889214537881,,,84,252,1,,,t,2025-12-07 20:23:13.508,2025-12-07 20:23:13.508,t,f,999,FRAME
cmiw66khd02x1itntthriumfd,"",Guess?,,GU50094,havana/other,056,53,19,145,889214464477,,,71,213,1,,,t,2025-12-07 20:23:13.969,2025-12-07 20:23:13.969,t,f,999,FRAME
cmiw66ktw02x3itntfbuhp0lh,"",Oakley,,OO9488 FLAK 2.0 XXL,Polished Black,01,63,10,131,,,,101.19,304,0,,,t,2025-12-07 20:23:14.42,2025-12-07 20:23:14.42,t,f,999,FRAME
cmiw66l0802x4itntlvl4rdf2,"",Ralph,,RA7178U,SHINY MILKY PEACH,6237,54,17,145,8056262458747,,,58.75,176,1,,,t,2025-12-07 20:23:14.648,2025-12-07 20:23:14.648,t,f,999,FRAME
cmiw66lcz02x6itntzf5yokqs,"",Guess?,,GU50130,shiny black,001,57,16,145,889214495433,,,71,213,1,,,t,2025-12-07 20:23:15.107,2025-12-07 20:23:15.107,t,f,999,FRAME
cmiw66lps02x8itnt3xkj4gs3,"",Oakley,,OO4124,Gunmetal,0662,62,17,136,,,,140.31,421,0,,,t,2025-12-07 20:23:15.568,2025-12-07 20:23:15.568,t,f,999,FRAME
cmiw66lwc02x9itntebubixco,"",RAY-BAN STORIES,,RW4006 WAYFARER,MATTE BLACK,601SM1,50,22,150,8056597988384,,,284.24,379,0,,,t,2025-12-07 20:23:15.804,2025-12-07 20:23:15.804,t,f,999,FRAME
cmiw66m2k02xaitnt3l5d5n6q,"",Tory Burch,,TY1093,LIGHT GOLD,3346,54,17,140,725125530675,,,95.93,288,1,,,t,2025-12-07 20:23:16.028,2025-12-07 20:23:16.028,t,f,999,FRAME
cmiw66mf002xcitnthjzer3z1,"",Guess?,,GU50190,dark havana,052,58,16,150,889214537713,,,75,225,1,,,t,2025-12-07 20:23:16.477,2025-12-07 20:23:16.477,t,f,999,FRAME
cmiw66mro02xeitnt8qabx3gz,"",Timberland,,TB1650,matte black,002,59,16,,889214368812,,,71,213,0,,,t,2025-12-07 20:23:16.933,2025-12-07 20:23:16.933,t,f,999,FRAME
cmiw66my502xfitntvdy0p4r3,"",Oakley,,OO4079-31,Silver,33,59,15,135,,,,0,390,0,,,t,2025-12-07 20:23:17.166,2025-12-07 20:23:17.166,t,f,999,FRAME
cmiw66n4b02xgitnt5ui2u8pj,"",Tom Ford,,FT5982-B,shiny blue,090,52,20,145,889214522603,,,206,618,0,,,t,2025-12-07 20:23:17.387,2025-12-07 20:23:17.387,t,f,999,FRAME
cmiw66naj02xhitntpzrbowja,"",Tom Ford,,FT5696-B,dark havana,052,56,16,145,889214181732,,,163,489,1,,,t,2025-12-07 20:23:17.612,2025-12-07 20:23:17.612,t,f,999,FRAME
cmiw66nng02xjitnte5lcjb9a,"",Oakley,,OO9253,Satin Black,,61,18,135,,,,99.89,300,0,,,t,2025-12-07 20:23:18.077,2025-12-07 20:23:18.077,t,f,999,FRAME
cmiw66ntu02xkitnt4ha33u7o,"",Vogue®,,VO5420,TRANSPARENT,W745,53,17,140,8056597602112,,,53.35,160,0,,,t,2025-12-07 20:23:18.306,2025-12-07 20:23:18.306,t,f,999,FRAME
cmiw66o0202xlitntvvt6ph9o,"",Oakley,,OO4075,Tungsten,14,60,17,123,,,,143,429,0,,,t,2025-12-07 20:23:18.531,2025-12-07 20:23:18.531,t,f,999,FRAME
cmiw66o7e02xmitnt9ttm874n,"",Ray-Ban Rx,,RX7210,TRANSPARENT,5943,50,20,145,8056262292396,,,82.92,249,0,,,t,2025-12-07 20:23:18.794,2025-12-07 20:23:18.794,t,f,999,FRAME
cmiw66odq02xnitnt7h3d8gt9,"",Tom Ford,,FT5909-B,dark havana,052,53,18,140,889214453303,,,181,543,0,,,t,2025-12-07 20:23:19.023,2025-12-07 20:23:19.023,t,f,999,FRAME
cmiw66ok402xoitntvisdjmt8,"",Vogue®,,VO5624,BLACK,W44,53,17,140,8056262351505,,,68.58,206,0,,,t,2025-12-07 20:23:19.253,2025-12-07 20:23:19.253,t,f,999,FRAME
cmiw66oqj02xpitnt3zz8af0u,"",Vogue®,,VO5654,BLACK,W44,51,17,140,8056262351765,,,68.58,206,0,,,t,2025-12-07 20:23:19.484,2025-12-07 20:23:19.484,t,f,999,FRAME
cmiw66owt02xqitnt8zhvxzwo,"",Vogue®,,VO5487B,BLACK,W44,54,17,140,8056597814966,,,75.75,227,1,,,t,2025-12-07 20:23:19.71,2025-12-07 20:23:19.71,t,f,999,FRAME
cmiw66p9802xsitntwfe7oqxb,"",Vogue®,,VO3987B,Black,352,52,16,135,8053672486889,,,80.09,240,0,,,t,2025-12-07 20:23:20.157,2025-12-07 20:23:20.157,t,f,999,FRAME
cmiw66pfw02xtitnthroqfqmn,"",Vogue®,,VO2998,TRANSPARENT BLUE,2762,54,16,140,8056597260497,,,64.55,224,0,,,t,2025-12-07 20:23:20.397,2025-12-07 20:23:20.397,t,f,999,FRAME
cmiw66pnj02xuitnt8fmwvek0,"",Vogue®,,VO4088,BLACK/GOLD,352,52,18,140,8053672867336,,,69.9,210,1,,,t,2025-12-07 20:23:20.629,2025-12-07 20:23:20.629,t,f,999,FRAME
cmiw66q0r02xwitntay1nndt6,"",Vogue®,,VO5627,TOTAL DARK HAVANA,2718,54,16,140,8056262350614,,,62.39,187,0,,,t,2025-12-07 20:23:21.147,2025-12-07 20:23:21.147,t,f,999,FRAME
cmiw66q6z02xxitntkfxnlena,"",Vogue®,,VO5627,TRANSPARENT GREY,3184,54,16,140,8056262350652,,,62.39,187,0,,,t,2025-12-07 20:23:21.371,2025-12-07 20:23:21.371,t,f,999,FRAME
cmiw66qd702xyitnto8q0n94b,"",Vogue®,,VO5563,TRANSPARENT,W745,53,17,140,8056262005415,,,62.39,187,0,,,t,2025-12-07 20:23:21.595,2025-12-07 20:23:21.595,t,f,999,FRAME
cmiw66qje02xzitnt0ydu5yym,"",Oakley,,OJ9006,Blue,42,53,16,133,,,,74.56,244,1,,,t,2025-12-07 20:23:21.818,2025-12-07 20:23:21.818,t,f,999,FRAME
cmiw66qvv02y1itntudrd9ngh,"",Oakley Frame,,OX8060 OVERHEAD,MATTE BLACK,806011,59,16,138,7895653335493,,,67.98,204,0,,,t,2025-12-07 20:23:22.267,2025-12-07 20:23:22.267,t,f,999,FRAME
cmiw66r2902y2itntiuplwynl,"",Tom Ford,,FT5977-B,matte black,002,50,18,145,889214522368,,,172,516,1,,,t,2025-12-07 20:23:22.497,2025-12-07 20:23:22.497,t,f,999,FRAME
cmiw66rfa02y4itntx3wv9g4d,"",Tom Ford,,FT5938-B,shiny beige,057,54,18,145,889214488510,,,150,450,1,,,t,2025-12-07 20:23:22.966,2025-12-07 20:23:22.966,t,f,999,FRAME
cmiw66rs402y6itntqxlponig,"",Tom Ford,,FT5695-B,dark havana,052,49,20,145,889214181602,,,163,489,1,,,t,2025-12-07 20:23:23.428,2025-12-07 20:23:23.428,t,f,999,FRAME
cmiw66s4r02y8itnttaigsrmm,"",Costa,,06A8015,Black,05,54,17,140,,,,83.4,250,1,,,t,2025-12-07 20:23:23.883,2025-12-07 20:23:23.883,t,f,999,FRAME
cmiw66shj02yaitntc6wpy87z,"",Oakley Youth,,OY8026 BUNT,MATTE BLUE STEEL,802608,48,15,129,888392666765,,,49.2,148,0,,,t,2025-12-07 20:23:24.344,2025-12-07 20:23:24.344,t,f,999,FRAME
cmiw66snw02ybitnt41a6ezjs,"",Oakley Youth,,OY8026 BUNT,MATTE BLACK,802605,50,15,129,888392611512,,,49.2,148,1,,,t,2025-12-07 20:23:24.572,2025-12-07 20:23:24.572,t,f,999,FRAME
cmiw66t0r02yditnt63pffur5,"",Oakley Frame,,OX8118 CROSSLINK (A),Satin Black,811804,56,17,137,888392244802,,,69.61,209,1,,,t,2025-12-07 20:23:25.035,2025-12-07 20:23:25.035,t,f,999,FRAME
cmiw66tdk02yfitntdayoooey,"",Oakley Frame,,OX8046 AIRDROP,SATIN GREY SMOKE,804619,53,18,143,888392610577,,,89.72,269,1,,,t,2025-12-07 20:23:25.496,2025-12-07 20:23:25.496,t,f,999,FRAME
cmiw66tpw02yhitnttfjp2vos,"",Oakley Frame,,OX8162 COGNITIVE,MATTE GREY INK,816206,56,19,132,888392666598,,,164.73,494,1,,,t,2025-12-07 20:23:25.94,2025-12-07 20:23:25.94,t,f,999,FRAME
cmiw66u2g02yjitnt37w4lu4d,"",Oakley Frame,,OX8197D SHACKLE,MATTE OLIVE INK,819703,50,18,137,888392671158,,,90.21,271,0,,,t,2025-12-07 20:23:26.393,2025-12-07 20:23:26.393,t,f,999,FRAME
cmiw66u8s02ykitntd51gbbaa,"",Oakley Frame,,OX5132 SURFACE PLATE,PEWTER,513202,54,18,138,888392282576,,,118.65,356,1,,,t,2025-12-07 20:23:26.621,2025-12-07 20:23:26.621,t,f,999,FRAME
cmiw66ulp02ymitntjjdq74r2,"",Ralph,,RA6061,SHINY ROSE GOLD,9427,53,16,145,8056262227428,,,67.3,202,0,,,t,2025-12-07 20:23:27.085,2025-12-07 20:23:27.085,t,f,999,FRAME
cmiw66us602ynitntskqyk2sj,"",Ralph,,RA7135,SHINY BLUE,5982,53,16,140,8056597514507,,,58.75,176,0,,,t,2025-12-07 20:23:27.319,2025-12-07 20:23:27.319,t,f,999,FRAME
cmiw66uyd02yoitnton3hkuvg,"",Ralph,,RA7071,BLACK GRADIENT TRASPAREN,1511,52,16,140,8053672560534,,,58.75,176,1,,,t,2025-12-07 20:23:27.541,2025-12-07 20:23:27.541,t,f,999,FRAME
cmiw66vb602yqitntcwcful89,"",Ralph,,RA7071,SHINY TRASPARENT BLU,6136,52,16,140,8056597909914,,,58.75,176,0,,,t,2025-12-07 20:23:28.002,2025-12-07 20:23:28.002,t,f,999,FRAME
cmiw66vhs02yritnthku5viwn,"",Ralph,,RA7137U,SHINY DARK HAVANA,5003,53,18,145,8056597601696,,,58.75,176,0,,,t,2025-12-07 20:23:28.241,2025-12-07 20:23:28.241,t,f,999,FRAME
cmiw66vo202ysitntvgjoy23j,"",Ralph,,RA6058,SHINY ROSE GOLD,9464,53,17,145,8056597904933,,,71.25,214,1,,,t,2025-12-07 20:23:28.466,2025-12-07 20:23:28.466,t,f,999,FRAME
cmiw66w0q02yuitntchlpixmp,"",Ralph,,RA7161U,SHINY DARK HAVANA,5003,55,16,145,8056262006047,,,65.42,196,2,,,t,2025-12-07 20:23:28.923,2025-12-07 20:23:28.923,t,f,999,FRAME
cmiw66wdn02yxitntp9q6sz5x,"",Ralph,,RA7044,HAVANA/ACQUAMARINE,601,52,16,135,8053672321852,,,65.42,226,2,,,t,2025-12-07 20:23:29.387,2025-12-07 20:23:29.387,t,f,999,FRAME
cmiw66wql02z0itnt1gl389e9,"",Ralph,,RA7158U,SHINY TRANSPARENT BEIGE,6117,53,18,145,8056597905428,,,58.75,176,1,,,t,2025-12-07 20:23:29.853,2025-12-07 20:23:29.853,t,f,999,FRAME
cmiw66x3h02z2itntwlpbsl3e,"",Ralph,,RA6062,SHINY BLACK,9443,53,16,145,8056262458938,,,76.67,230,0,,,t,2025-12-07 20:23:30.318,2025-12-07 20:23:30.318,t,f,999,FRAME
cmiw66x9y02z3itntbww7a09c,"",Ralph,,RA6057,SHINY ROSE GOLD,9427,52,16,145,8056597903721,,,71.25,214,1,,,t,2025-12-07 20:23:30.55,2025-12-07 20:23:30.55,t,f,999,FRAME
cmiw66xmz02z5itnt1jts681m,"",JIMMY CHOO,,JC3024U,CAPER GREEN,5060,53,17,140,8056262237984,,,106.3,319,1,,,t,2025-12-07 20:23:31.02,2025-12-07 20:23:31.02,t,f,999,FRAME
cmiw66xzz02z7itntxg0ltfe1,"",JIMMY CHOO,,JC3002B,BLACK,5017,55,17,140,8056262040430,,,135.19,406,1,,,t,2025-12-07 20:23:31.488,2025-12-07 20:23:31.488,t,f,999,FRAME
cmiw66ycs02z9itntapn2hse5,"",JIMMY CHOO,,JC2006,PALE GOLD/BISCUIT,3019,53,17,140,8056262230091,,,115.93,348,1,,,t,2025-12-07 20:23:31.948,2025-12-07 20:23:31.948,t,f,999,FRAME
cmiw66ype02zbitntoco9bcgb,"",JIMMY CHOO,,JC3028,PINK,5014,54,16,140,8056262231272,,,154.81,464,1,,,t,2025-12-07 20:23:32.402,2025-12-07 20:23:32.402,t,f,999,FRAME
cmiw66z2902zditnta2vl8iju,"",JIMMY CHOO,,JC3011,OPAL PINK,5027,54,17,145,8056262029961,,,106.3,319,0,,,t,2025-12-07 20:23:32.866,2025-12-07 20:23:32.866,t,f,999,FRAME
cmiw66z8n02zeitntmgx4joci,"",JIMMY CHOO,,JC3037,BLACK,5000,54,17,140,8056262469149,,,106.3,319,0,,,t,2025-12-07 20:23:33.096,2025-12-07 20:23:33.096,t,f,999,FRAME
