id,manufacturer,brand,collection,model,color,colorCode,eyeSize,bridge,temple,upc,sku,internalId,wholesaleCost,retailPrice,stockQuantity,gender,description,isActive,createdAt,updatedAt,showInPos,isFeatured,posDisplayOrder,pricingCategory
cmiw5rqgp00s4itntn9gw4kjz,"",Gucci,,GG0601O,HAVANA-HAVANA-TRANSPARENT,11D1H245,50,19,145,889652255736,,,175,525,1,,,t,2025-12-07 20:11:41.882,2025-12-07 20:11:41.882,t,f,999,FRAME
cmiw5rqwr00s6itnt0wvunc4p,"",Versace,,VE3304,BLACK,GB1,53,18,140,8056597535908,,,94.83,284,1,,,t,2025-12-07 20:11:42.459,2025-12-07 20:11:42.459,t,f,999,FRAME
cmiw5rrd200s8itnt2rhdr7g8,"",Gucci,,GG1075O,BURGUNDY-BURGUNDY-TRANSPARENT,003,48,19,140,889652375465,,,150,375,0,,,t,2025-12-07 20:11:43.046,2025-12-07 20:11:43.046,t,f,999,FRAME
cmiw5rrln00s9itntav8i4y02,"",Gucci,,GG0600O,BLACK-BLACK-TRANSPARENT,00Z0H245,54,18,140,889652255583,,,215,375,0,,,t,2025-12-07 20:11:43.355,2025-12-07 20:11:43.355,t,f,999,FRAME
cmiw5rrso00saitnt9zekmnkj,"",Tom Ford,,FT5801-B,shiny blue,090,54,19,145,889214327147,,,200,608,2,,,t,2025-12-07 20:11:43.608,2025-12-07 20:11:43.608,t,f,999,FRAME
cmiw5rs9v00scitnt1lmvouxf,"",Tom Ford,,FT5408,Dark Havana,052,56,16,145,664689786237,,,172,516,1,,,t,2025-12-07 20:11:44.227,2025-12-07 20:11:44.227,t,f,999,FRAME
cmiw5rspn00seitntw1kd55cz,"",Tom Ford,,FT5550-B,Black/Other,005,54,17,140,664689994939,,,162,486,1,,,t,2025-12-07 20:11:44.795,2025-12-07 20:11:44.795,t,f,999,FRAME
cmiw5rt7y00sgitnt5strwfl6,"",Tom Ford,,FT5709-B,dark havana,052,54,17,140,889214182586,,,172,516,1,,,t,2025-12-07 20:11:45.454,2025-12-07 20:11:45.454,t,f,999,FRAME
cmiw5rto000siitnttayrb85h,"",Tom Ford,,FT5745-B,shiny pink,072,54,16,140,889214257680,,,158,395,2,,,t,2025-12-07 20:11:46.032,2025-12-07 20:11:46.032,t,f,999,FRAME
cmiw5ru3t00skitntzgwzdjzj,"",Tom Ford,,FT5712-B,black/other,005,52,15,140,889214144409,,,172,516,2,,,t,2025-12-07 20:11:46.601,2025-12-07 20:11:46.601,t,f,999,FRAME
cmiw5rujl00smitntqmiwjyqf,"",Tom Ford,,FT5812-B,shiny black,001,53,15,140,889214327628,,,168,504,0,,,t,2025-12-07 20:11:47.169,2025-12-07 20:11:47.169,t,f,999,FRAME
cmiw5ruqh00snitntgqn1purm,"",Tom Ford,,FT5752-B,black/other,005,55,16,145,889214268099,,,146,365,1,,,t,2025-12-07 20:11:47.417,2025-12-07 20:11:47.417,t,f,999,FRAME
cmiw5rvp400spitnt93z5tguq,"",Tom Ford,,FT5639-B,crystal,026,54,16,140,889214072849,,,150,375,0,,,t,2025-12-07 20:11:48.075,2025-12-07 20:11:48.075,t,f,999,FRAME
cmiw5rvvt00sqitntw5cu4z6v,"",Tom Ford,,FT5667-B,black/other,005,55,15,135,889214138088,,,179,448,1,,,t,2025-12-07 20:11:48.905,2025-12-07 20:11:48.905,t,f,999,FRAME
cmiw5rwb900ssitnty8lfpkjc,"",Tom Ford,,FT5807-B,shiny dark green,096,50,21,145,889214327468,,,162,405,1,,,t,2025-12-07 20:11:49.461,2025-12-07 20:11:49.461,t,f,999,FRAME
cmiw5rwqx00suitntdng49vlp,"",Tom Ford,,FT5807-B,grey/other,020,50,21,145,889214327451,,,162,405,1,,,t,2025-12-07 20:11:50.025,2025-12-07 20:11:50.025,t,f,999,FRAME
cmiw5rx5h00switntec7nsvhq,"",Tom Ford,,FT5758-B,matte black,002,56,16,145,889214268464,,,169,423,1,,,t,2025-12-07 20:11:50.55,2025-12-07 20:11:50.55,t,f,999,FRAME
cmiw5rxjy00syitntji9npaw1,"",Tom Ford,,FT5815-B,shiny black,001,54,18,140,889214327741,,,192,576,1,,,t,2025-12-07 20:11:51.07,2025-12-07 20:11:51.07,t,f,999,FRAME
cmiw5rxyl00t0itntkpotwpwo,"",Tom Ford,,FT5673-B,shiny violet,081,54,15,140,889214138262,,,158,474,1,,,t,2025-12-07 20:11:51.598,2025-12-07 20:11:51.598,t,f,999,FRAME
cmiw5ryde00t2itntzidfs9ka,"",Tom Ford,,FT5768-B,dark havana,052,54,15,140,889214268907,,,162,405,1,,,t,2025-12-07 20:11:52.13,2025-12-07 20:11:52.13,t,f,999,FRAME
cmiw5ryt100t4itntztaeydpt,"",Tom Ford,,FT5313,Colored Havana,055,55,17,145,664689757305,,,192,480,1,,,t,2025-12-07 20:11:52.693,2025-12-07 20:11:52.693,t,f,999,FRAME
cmiw5rz7h00t6itntox8qx58k,"",Tom Ford,,FT5770-B,coloured havana,055,54,17,140,889214269003,,,192,480,1,,,t,2025-12-07 20:11:53.213,2025-12-07 20:11:53.213,t,f,999,FRAME
cmiw5rzoz00t8itntx89b11aw,"",Tom Ford,,FT5757-B,dark havana,052,52,22,145,889214268396,,,162,405,1,,,t,2025-12-07 20:11:53.844,2025-12-07 20:11:53.844,t,f,999,FRAME
cmiw5s04t00taitntleubc864,"",Gucci,,GG0753O,GOLD-GREEN-TRANSPARENT,HH04D245,58,17,150,889652296272,,,162,405,1,,,t,2025-12-07 20:11:54.413,2025-12-07 20:11:54.413,t,f,999,FRAME
cmiw5s0je00tcitntplxa4ih5,"",Ray-Ban Rx,,RX5154 CLUBMASTER,GREEN ON ARISTA,8232,51,21,145,7895653249899,,,75.45,226,1,,,t,2025-12-07 20:11:54.938,2025-12-07 20:11:54.938,t,f,999,FRAME
cmiw5s0xz00teitntwwvp579w,"",Gucci,,GG1050O,HAVANA-SILVER-TRANSPARENT,006,55,17,150,889652353708,,,156,285,0,,,t,2025-12-07 20:11:55.464,2025-12-07 20:11:55.464,t,f,999,FRAME
cmiw5s14g00tfitntji28zlcr,"",Ray-Ban Rx,,RX7140,TRASPARENT,2001,49,20,150,8053672822632,,,83.88,252,1,,,t,2025-12-07 20:11:55.696,2025-12-07 20:11:55.696,t,f,999,FRAME
cmiw5s1j400thitntck8acw80,"",Ray-Ban Rx,,RX6493,BLACK ON GOLD,2890,53,18,140,8056597743822,,,83,249,0,,,t,2025-12-07 20:11:56.224,2025-12-07 20:11:56.224,t,f,999,FRAME
cmiw5s1r200tiitntsr1gxx9m,"",Ray-Ban Rx,,RX6489 AVIATOR,LEGEND GOLD,3086,55,14,140,8056597261845,,,74.29,223,1,,,t,2025-12-07 20:11:56.511,2025-12-07 20:11:56.511,t,f,999,FRAME
cmiw5s25n00tkitntk3ih7f8u,"",Ray-Ban Rx,,RX3636V NEW CARAVAN,LEGEND GOLD,3086,58,15,140,8056597641364,,,79.08,237,1,,,t,2025-12-07 20:11:57.035,2025-12-07 20:11:57.035,t,f,999,FRAME
cmiw5s2k500tmitntqr1kfwq3,"",Ray-Ban Rx,,RX3447V ROUND METAL,GOLD ON TOP BLACK,2991,50,21,145,8053672882629,,,83,249,1,,,t,2025-12-07 20:11:57.558,2025-12-07 20:11:57.558,t,f,999,FRAME
cmiw5s2yq00toitntfp4epn3q,"",Ray-Ban Rx,,RX7186,SAND BLACK,5204,51,19,140,8056597360418,,,85.22,256,2,,,t,2025-12-07 20:11:58.082,2025-12-07 20:11:58.082,t,f,999,FRAME
cmiw5s3ej00tqitntb25hqxqn,"",Ray-Ban Rx,,RX6421,SILVER ON TOP MATTE BLAC,2997,54,18,145,8053672914887,,,70.57,212,1,,,t,2025-12-07 20:11:58.651,2025-12-07 20:11:58.651,t,f,999,FRAME
cmiw5s3td00tsitntmmsc8ne2,"",Ray-Ban Rx,,RX6238,SHINY BLACK,2509,55,17,150,,,,75.45,226,1,,,t,2025-12-07 20:11:59.186,2025-12-07 20:11:59.186,t,f,999,FRAME
cmiw5s49200tuitntac3rbt0w,"",Ray-Ban Rx,,RX3857V FRANK,LEGEND GOLD,3086,51,20,145,8056597213110,,,70.57,212,1,,,t,2025-12-07 20:11:59.75,2025-12-07 20:11:59.75,t,f,999,FRAME
cmiw5s4p200twitntg8nvyinw,"",Ray-Ban Rx,,RX6489 AVIATOR,Silver,2501,58,14,140,8053672741872,,,74.29,223,0,,,t,2025-12-07 20:12:00.327,2025-12-07 20:12:00.327,t,f,999,FRAME
cmiw5s4vp00txitnt97rrys6l,"",Ray-Ban Rx,,RX7216 NEW CLUBMASTER,BLUE ON GUNMETAL,8210,51,20,145,8056597725514,,,75.45,226,0,,,t,2025-12-07 20:12:00.565,2025-12-07 20:12:00.565,t,f,999,FRAME
cmiw5s54t00tyitntlebq5co9,"",Ray-Ban Rx,,RX5428,YELLOW & BLUE HAVANA,8174,53,17,145,8056597728645,,,75.45,226,0,,,t,2025-12-07 20:12:00.893,2025-12-07 20:12:00.893,t,f,999,FRAME
cmiw5s5e700tzitnt5ka94a0m,"",Ray-Ban Rx,,RX6465 JACK,COPPER,2943,49,20,140,8056597357630,,,83,249,1,,,t,2025-12-07 20:12:01.231,2025-12-07 20:12:01.231,t,f,999,FRAME
cmiw5s5u100u1itntzmlsw33k,"",Ray-Ban Rx,,RX5285,TOP BORDEAUX ON TRASPARE,5738,53,19,145,8053672833706,,,87.75,263,0,,,t,2025-12-07 20:12:01.802,2025-12-07 20:12:01.802,t,f,999,FRAME
cmiw5s60r00u2itntxk9a2k2l,"",Ray-Ban Rx,,RX5412,BLACK,2000,52,18,145,8056597763820,,,74.29,223,0,,,t,2025-12-07 20:12:02.044,2025-12-07 20:12:02.044,t,f,999,FRAME
cmiw5s68n00u3itntjyu134ek,"",Ray-Ban Rx,,RX5406,GREY ON TRANSPARENT,8111,54,18,145,8056597643320,,,74.7,224,0,,,t,2025-12-07 20:12:02.327,2025-12-07 20:12:02.327,t,f,999,FRAME
cmiw5s6f000u4itntiziucqdb,"",Ray-Ban Rx,,RX5383 MR BURBANK,STRIPED BLUE,8053,54,19,150,8056597549622,,,75.45,226,1,,,t,2025-12-07 20:12:02.556,2025-12-07 20:12:02.556,t,f,999,FRAME
cmiw5s6tq00u6itntpjmn73dx,"",Ray-Ban Rx,,RX5268,BLUE ON TRANSPARENT,5739,52,17,135,8053672783483,,,65.66,197,1,,,t,2025-12-07 20:12:03.087,2025-12-07 20:12:03.087,t,f,999,FRAME
cmiw5s78b00u8itntr3s983gc,"",Ray-Ban Rx,,RX5206,Top Havana On Tr Azure,5023,52,18,140,8053672629286,,,70.57,212,1,,,t,2025-12-07 20:12:03.612,2025-12-07 20:12:03.612,t,f,999,FRAME
cmiw5s7o100uaitntl4il6h3x,"",Ray-Ban Rx,,RX5362,TRANSPARENT PINK,8177,54,17,140,8056597660488,,,93.68,281,1,,,t,2025-12-07 20:12:04.178,2025-12-07 20:12:04.178,t,f,999,FRAME
cmiw5s82r00ucitnt2uh2b9xe,"",Ray-Ban Rx,,RX5387,TRANSPARENT GREY,8140,52,18,145,8056597547017,,,60.82,182,1,,,t,2025-12-07 20:12:04.707,2025-12-07 20:12:04.707,t,f,999,FRAME
cmiw5s8if00ueitntl4v3won6,"",Ray-Ban Rx,,RX6363,GOLD TOP ON BLACK,2890,54,18,145,8053672602623,,,83,249,0,,,t,2025-12-07 20:12:05.272,2025-12-07 20:12:05.272,t,f,999,FRAME
cmiw5s8qg00ufitnt8u7nmjgn,"",Ray-Ban Rx,,RX5414,TRASPARENT,5943,54,19,145,8056597743792,,,78.12,234,0,,,t,2025-12-07 20:12:05.561,2025-12-07 20:12:05.561,t,f,999,FRAME
cmiw5y8vl01nkitnthkp7vw98,"",Eight to Eighty,,Paige,Plum,,50,18,135,,,,79.95,120,0,,,t,2025-12-07 20:16:45.681,2025-12-07 20:16:45.681,t,f,999,FRAME
cmiw5s8ww00ugitntrg46ljfj,"",Ray-Ban Rx,,RX7056,MATTE BLACK,5644,55,17,145,8053672604900,,,83,249,1,,,t,2025-12-07 20:12:05.792,2025-12-07 20:12:05.792,t,f,999,FRAME
cmiw5s9bw00uiitnt9271lwrq,"",Ray-Ban Rx,,RX5283,GRADIENT BROWN HAVANA,8107,51,21,145,8056597551724,,,75.45,226,0,,,t,2025-12-07 20:12:06.333,2025-12-07 20:12:06.333,t,f,999,FRAME
cmiw5s9kp00ujitnthtto1dub,"",Ray-Ban Rx,,RX6375,MATT BLACK ON RUBBER GOL,3051,51,18,145,8056597080729,,,74.7,224,2,,,t,2025-12-07 20:12:06.649,2025-12-07 20:12:06.649,t,f,999,FRAME
cmiw5s9zl00umitntby0ega63,"",Ray-Ban Rx,,RX5397 ELLIOT,BROWN & GREY HAVANA,8173,50,19,145,8056597624152,,,74.29,223,1,,,t,2025-12-07 20:12:07.186,2025-12-07 20:12:07.186,t,f,999,FRAME
cmiw5safu00uoitnthobcc5cb,"",Ray-Ban Rx,,RX6493,BEIGE ON COPPER,2973,53,18,140,8056597743846,,,83,249,1,,,t,2025-12-07 20:12:07.77,2025-12-07 20:12:07.77,t,f,999,FRAME
cmiw5sav400uqitnth09vaayf,"",Ray-Ban Rx,,RX4378V,TRANSPARENT,5943,54,16,145,8056597624695,,,62.31,187,0,,,t,2025-12-07 20:12:08.32,2025-12-07 20:12:08.32,t,f,999,FRAME
cmiw5sb3d00uritntrei3au7w,"",Ray-Ban Rx,,RX2199V,GREY HAVANA,8117,50,22,145,8056597624046,,,79.08,237,2,,,t,2025-12-07 20:12:08.617,2025-12-07 20:12:08.617,t,f,999,FRAME
cmiw5sbhu00utitnt027tc1gs,"",Ray-Ban Rx,,RX5154 CLUBMASTER,Shiny Black,2000,51,21,145,8053672195736,,,75.45,226,0,,,t,2025-12-07 20:12:09.139,2025-12-07 20:12:09.139,t,f,999,FRAME
cmiw5sboi00uuitntpghzi193,"",Ray-Ban Rx,,RX6486,GREY ON SILVER,3125,54,17,145,8056597730532,,,85.22,256,1,,,t,2025-12-07 20:12:09.378,2025-12-07 20:12:09.378,t,f,999,FRAME
cmiw5sc2s00uwitntv7d5uaa8,"",Ray-Ban Rx,,RX3447V ROUND METAL,BLACK,2509,50,21,145,7895653251380,,,83,249,0,,,t,2025-12-07 20:12:09.893,2025-12-07 20:12:09.893,t,f,999,FRAME
cmiw5scax00uxitntg14cmxju,"",Ray-Ban Rx,,RX6448,TOP BLACK ON GOLD,2991,51,21,145,8056597124423,,,74.29,223,1,,,t,2025-12-07 20:12:10.186,2025-12-07 20:12:10.186,t,f,999,FRAME
cmiw5scpk00uzitntj55dalwn,"",Ray-Ban Rx,,RX5228,BLACK,2000,53,17,140,,,,87.75,263,2,,,t,2025-12-07 20:12:10.712,2025-12-07 20:12:10.712,t,f,999,FRAME
cmiw5sd5l00v1itntueoa16zt,"",Ray-Ban Rx,,RX3694V JIM,GUNMETAL,2502,51,20,140,8056597721769,,,83,249,1,,,t,2025-12-07 20:12:11.289,2025-12-07 20:12:11.289,t,f,999,FRAME
cmiw5sdk600v3itntlrcw2pi9,"",Ray-Ban Rx,,RX6499,ARISTA,2500,55,15,140,8056597798709,,,70.57,212,2,,,t,2025-12-07 20:12:11.814,2025-12-07 20:12:11.814,t,f,999,FRAME
cmiw5sdzs00v5itnt94zfu39a,"",Ray-Ban Rx,,RX5375,TOP HAVANA ON TRANSPAREN,5082,51,18,145,8056597061889,,,79.08,237,0,,,t,2025-12-07 20:12:12.377,2025-12-07 20:12:12.377,t,f,999,FRAME
cmiw5se6700v6itnttfq6xpd2,"",Ray-Ban Rx,,RX5406,BROWN ON TRANSPARENT,8171,52,18,145,8056597643351,,,74.7,224,1,,,t,2025-12-07 20:12:12.607,2025-12-07 20:12:12.607,t,f,999,FRAME
cmiw5sens00v8itnt2rjhtik5,"",Ray-Ban Rx,,RX5277,SANDBLASTED BLACK,2077,54,17,140,,,,73.51,221,3,,,t,2025-12-07 20:12:13.24,2025-12-07 20:12:13.24,t,f,999,FRAME
cmiw5sf3t00vbitntbzrdljwk,"",Ray-Ban Rx,,RX5279,GREY HORN GRAD TRASP GRE,5540,53,18,145,8053672430158,,,73.51,221,1,,,t,2025-12-07 20:12:13.818,2025-12-07 20:12:13.818,t,f,999,FRAME
cmiw5sfi800vditntkkxldfxf,"",Ray-Ban Rx,,RX5285,TOP BLACK ON TRANSPARENT,2034,53,19,145,713132574669,,,87.75,263,2,,,t,2025-12-07 20:12:14.336,2025-12-07 20:12:14.336,t,f,999,FRAME
cmiw5sfwu00vgitntqi5xaurv,"",Ray-Ban Rx,,RX5412,HAVANA,2012,52,18,145,8056597763837,,,74.29,223,0,,,t,2025-12-07 20:12:14.862,2025-12-07 20:12:14.862,t,f,999,FRAME
cmiw5sg3l00vhitntg7ec0loy,"",Ray-Ban Rx,,RX4640V,SHINY TRANSPARENT,5943,50,20,150,8056597245500,,,65.69,197,2,,,t,2025-12-07 20:12:15.105,2025-12-07 20:12:15.105,t,f,999,FRAME
cmiw5sgix00vjitnth2mw40ej,"",Ray-Ban Rx,,RX8421,GREY ON SILVER,3125,52,19,145,8056597624367,,,109.09,327,0,,,t,2025-12-07 20:12:15.657,2025-12-07 20:12:15.657,t,f,999,FRAME
cmiw5sgr600vkitntotsnc8zr,"",Ray-Ban Rx,,RX7025,DARK BLUE,5419,55,17,145,8053672244052,,,83,249,1,,,t,2025-12-07 20:12:15.954,2025-12-07 20:12:15.954,t,f,999,FRAME
cmiw5sh5s00vmitntb0slkbqj,"",Ray-Ban Rx,,RX8901,DEMI GLOSS BLACK,5263,55,17,145,8053672192711,,,109.09,327,1,,,t,2025-12-07 20:12:16.48,2025-12-07 20:12:16.48,t,f,999,FRAME
cmiw5shkd00voitntn81d9snj,"",Ray-Ban Rx,,RX7017,MATTE BLACK,5196,54,17,145,805367261819,,,82.92,249,2,,,t,2025-12-07 20:12:17.005,2025-12-07 20:12:17.005,t,f,999,FRAME
cmiw5si0a00vritnt71ef0prf,"",Ray-Ban Rx,,RX5413,GRADIENT BLUE ON STRIPED,5765,54,17,145,8056597743754,,,83,249,2,,,t,2025-12-07 20:12:17.578,2025-12-07 20:12:17.578,t,f,999,FRAME
cmiw5sig200vuitntx1vu88vz,"",Michael Kors,,MK4083U,BLACK,3005,51,17,140,725125374842,,,61.56,185,0,,,t,2025-12-07 20:12:18.146,2025-12-07 20:12:18.146,t,f,999,FRAME
cmiw5simo00vvitntn6cegd1k,"",Ray-Ban Rx,,RX8903,Matte Blue,5262,53,18,145,8053672667714,,,109.09,327,1,,,t,2025-12-07 20:12:18.385,2025-12-07 20:12:18.385,t,f,999,FRAME
cmiw5sj1200vxitntwk34o7st,"",Ray-Ban Rx,,RX5169,TRASP GREY ON TOP BLUE,5815,54,16,140,8053672927849,,,66.01,199,1,,,t,2025-12-07 20:12:18.902,2025-12-07 20:12:18.902,t,f,999,FRAME
cmiw5sjij00vzitntvtz7k8oa,"",Michael Kors,,MK4093 PALAU,CLEAR,3015,52,17,140,725125383318,,,53.35,160,1,,,t,2025-12-07 20:12:19.531,2025-12-07 20:12:19.531,t,f,999,FRAME
cmiw5sjx400w1itnttr8h2kec,"",Michael Kors,,MK4090 MARTINIQUE,GREY TRANSPARENT,3106,54,16,140,725125380072,,,61.56,185,0,,,t,2025-12-07 20:12:20.056,2025-12-07 20:12:20.056,t,f,999,FRAME
cmiw5sk3p00w2itntvpgultoc,"",Michael Kors,,MK4094U KARLIE I,BLACK,3005,53,16,140,725125383486,,,58.27,175,0,,,t,2025-12-07 20:12:20.293,2025-12-07 20:12:20.293,t,f,999,FRAME
cmiw5skcv00w3itnt6lhleby4,"",Michael Kors,,MK4092 PAMPLONA,CLEAR,3015,54,17,140,725125383868,,,56.22,169,1,,,t,2025-12-07 20:12:20.623,2025-12-07 20:12:20.623,t,f,999,FRAME
cmiw5skrj00w5itnttddim29g,"",Michael Kors,,MK3061 MURCIA,CLEAR,1108,54,18,140,725125383394,,,61.56,185,0,,,t,2025-12-07 20:12:21.152,2025-12-07 20:12:21.152,t,f,999,FRAME
cmiw5skxz00w6itnt5g5ph1tb,"",Michael Kors,,MK3058B TRINIDAD,ROSE GOLD,1108,54,17,140,725125379854,,,71.81,215,0,,,t,2025-12-07 20:12:21.384,2025-12-07 20:12:21.384,t,f,999,FRAME
cmiw5sl6300w7itntfiun28dn,"",Michael Kors,,MK3055 GENOA,ROSE GOLD,1108,54,20,140,725125380195,,,55.4,166,1,,,t,2025-12-07 20:12:21.676,2025-12-07 20:12:21.676,t,f,999,FRAME
cmiw5slks00w9itnt58gxu7e5,"",Michael Kors,,MK8001 RAVENNA,Black/Blue,3001,53,18,140,725125944236,,,82.08,246,2,,,t,2025-12-07 20:12:22.204,2025-12-07 20:12:22.204,t,f,999,FRAME
cmiw5slz800wcitntk964lut7,"",Michael Kors,,MK4067U SANTA CLARA,TRANSPARENT CLEAR,3015,53,16,140,725125032285,,,56.22,169,0,,,t,2025-12-07 20:12:22.724,2025-12-07 20:12:22.724,t,f,999,FRAME
cmiw5sm5t00wditnteg56xquz,"",Michael Kors,,MK4095U DOLONNE,CLEAR TRANSPARENT,3015,53,17,140,725125387774,,,56.22,169,0,,,t,2025-12-07 20:12:22.962,2025-12-07 20:12:22.962,t,f,999,FRAME
cmiw5smdy00weitntcs9b8b2o,"",Michael Kors,,MK3063 RADDA,LIGHT GOLD,1014,55,15,140,725125388474,,,71.81,212,1,,,t,2025-12-07 20:12:23.254,2025-12-07 20:12:23.254,t,f,999,FRAME
cmiw5smu800wgitnt6oji7hmi,"",Michael Kors,,MK4101U SHENANDOAH,DARK TORTOISE,3006,53,16,140,725125388009,,,55.4,175,0,,,t,2025-12-07 20:12:23.84,2025-12-07 20:12:23.84,t,f,999,FRAME
cmiw5sn0r00whitntd298m4ru,"",Michael Kors,,MK4099 INNSBRUCK,PINK TORTOISE,3251,52,19,140,725125387873,,,71.81,215,1,,,t,2025-12-07 20:12:24.075,2025-12-07 20:12:24.075,t,f,999,FRAME
cmiw5sng800wjitntzx5jws5t,"",Michael Kors,,MK4074 QUINTANA,DARK GREY TRANSPARENT,3332,51,16,140,725125179720,,,61.56,185,1,,,t,2025-12-07 20:12:24.632,2025-12-07 20:12:24.632,t,f,999,FRAME
cmiw5snuq00wlitnti1vcqls3,"",Michael Kors,,MK3017,BLK,1187,51,18,140,,,,61.56,215,0,,,t,2025-12-07 20:12:25.155,2025-12-07 20:12:25.155,t,f,999,FRAME
cmiw5so2r00wmitntk47gpkbr,"",Michael Kors,,MK4084U,CLEAR,3015,54,16,140,725125375306,,,55,165,2,,,t,2025-12-07 20:12:25.444,2025-12-07 20:12:25.444,t,f,999,FRAME
cmiw5sohg00woitntjka82p1l,"",Michael Kors,,MK4016 ANTIBES,Dk Tortoise,3006,53,17,140,725125940528,,,86.19,259,1,,,t,2025-12-07 20:12:25.972,2025-12-07 20:12:25.972,t,f,999,FRAME
cmiw5soww00wqitntqdl2t09z,"",Oakley Frame,,OX8164 PORT BOW,SATIN LIGHT STEEL,816404,55,17,141,888392490360,,,69.61,209,1,,,t,2025-12-07 20:12:26.528,2025-12-07 20:12:26.528,t,f,999,FRAME
cmiw5spbt00wsitntmh0q3e1w,"",Michael Kors,,MK4090 MARTINIQUE,PINK TORTOISE/DUSTY ROSE,3251,54,16,140,725125380119,,,61.56,185,0,,,t,2025-12-07 20:12:27.065,2025-12-07 20:12:27.065,t,f,999,FRAME
cmiw5spi800wtitntenkslsz9,"",Oakley Frame,,OX8055 EXCHANGE,POLISHED CLEAR,805503,56,17,136,888392575128,,,95.65,287,2,,,t,2025-12-07 20:12:27.296,2025-12-07 20:12:27.296,t,f,999,FRAME
cmiw5spwt00wwitntds2ppmp8,"",Oakley Frame,,OX8080 CROSSLINK ZERO (A),SATIN BLACK,808007,58,16,138,888392239679,,,64.88,195,1,,,t,2025-12-07 20:12:27.822,2025-12-07 20:12:27.822,t,f,999,FRAME
cmiw5sqba00wyitnt2ij9aq7y,"",Oakley Frame,,OX8149 PITCHMAN R CARBON,SATIN GREY SMOKE,814902,50,19,138,888392358592,,,105.42,316,0,,,t,2025-12-07 20:12:28.343,2025-12-07 20:12:28.343,t,f,999,FRAME
cmiw5sqjf00wzitnttaa1zi63,"",Michael Kors,,MK4096U LADUE,CLEAR TRANSPARENT,3015SB,56,14,140,725125388085,,,71.81,215,0,,,t,2025-12-07 20:12:28.635,2025-12-07 20:12:28.635,t,f,999,FRAME
cmiw5sqq500x0itntkgdrfgdq,"",Oakley Frame,,OX3174 BARRELHOUSE 0.5,Pewter,317402,53,18,139,700285855592,,,100.79,302,1,,,t,2025-12-07 20:12:28.877,2025-12-07 20:12:28.877,t,f,999,FRAME
cmiw5sr8o00x2itnte0bcln7k,"",Oakley Youth,,OY8025D KICK OVER,SATIN GREY SMOKE,802502,52,15,131,888392590077,,,48.71,146,1,,,t,2025-12-07 20:12:29.544,2025-12-07 20:12:29.544,t,f,999,FRAME
cmiw5srn800x4itntwgebo1q8,"",Oakley Youth,,OY8007 FIELD DAY,GREY SHADOW,800710,48,14,128,888392592477,,,57.6,173,1,,,t,2025-12-07 20:12:30.068,2025-12-07 20:12:30.068,t,f,999,FRAME
cmiw5ss2y00x6itntmkden093,"",Oakley Frame,,OX8046 AIRDROP,SATIN BROWN SMOKE,804617,51,18,143,888392577856,,,89.72,269,1,,,t,2025-12-07 20:12:30.634,2025-12-07 20:12:30.634,t,f,999,FRAME
cmiw5sshl00x8itnttkyk0j00,"",Oakley Frame,,OX8046 AIRDROP,SATIN LIGHT STEEL,804613,55,18,143,888392405197,,,89.72,269,2,,,t,2025-12-07 20:12:31.161,2025-12-07 20:12:31.161,t,f,999,FRAME
cmiw5ssw600xaitntksmg06ng,"",Oakley Frame,,OX8052 FUTURITY,SATIN BLACK,805201,55,14,139,888392577214,,,80.9,243,1,,,t,2025-12-07 20:12:31.686,2025-12-07 20:12:31.686,t,f,999,FRAME
cmiw5stas00xcitntm396i1qw,"",Tom Ford,,FT5638-B,coloured havana,055,50,16,140,889214073136,,,149,447,0,,,t,2025-12-07 20:12:32.212,2025-12-07 20:12:32.212,t,f,999,FRAME
cmiw5sthb00xditnt4g29i2uq,"",Tom Ford,,FT5673-B,havana/other,056,54,15,140,889214138255,,,158,474,1,,,t,2025-12-07 20:12:32.448,2025-12-07 20:12:32.448,t,f,999,FRAME
cmiw5stvz00xfitnta3kyxaua,"",Oakley Frame,,OX5128 GAUGE 3.2 BLADE,MATTE BLACK,512801,54,18,137,888392282248,,,125.69,377,2,,,t,2025-12-07 20:12:32.975,2025-12-07 20:12:32.975,t,f,999,FRAME
cmiw5sua900xhitnt26tp7ezs,"",Tom Ford,,FT5813-B,red havana,054,56,17,135,889214327673,,,173,433,0,,,t,2025-12-07 20:12:33.489,2025-12-07 20:12:33.489,t,f,999,FRAME
cmiw5sunp00xiitntcja2hkz6,"",Oakley Frame,,OX3112 TUMBLEWEED,Polished Black,311201,53,18,143,700285511009,,,95.12,285,2,,,t,2025-12-07 20:12:33.973,2025-12-07 20:12:33.973,t,f,999,FRAME
cmiw5sv3g00xkitnthb6tta6y,"",Oakley Frame,,OX5119 LIMIT SWITCH 0.5,Black Chrome,511904,54,17,139,888392213594,,,112.76,338,1,,,t,2025-12-07 20:12:34.54,2025-12-07 20:12:34.54,t,f,999,FRAME
cmiw5svhs00xmitntmobvxxs5,"",Oakley Frame,,OX3218 SOCKET 5.5,POLISHED BLACK,321801,56,18,138,888392446916,,,89.72,254.2,1,,,t,2025-12-07 20:12:35.056,2025-12-07 20:12:35.056,t,f,999,FRAME
